# Created by Octave 3.2.4, Tue Nov 06 15:09:03 2012 CET <mu@Martin-X220>
# name: plot_data
# type: matrix
# rows: 9
# columns: 5
 200 179 200 0.00558659217877095 0.001560500608595237
 300 141 300 0.007092198581560284 0.002514964036014285
 400 117 400 0.008547008547008548 0.003652567755131858
 500 100 500 0.01 0.005
 600 86 600 0.01162790697674419 0.006760411032990806
 700 76 700 0.0131578947368421 0.008656509695290859
 800 68 800 0.01470588235294118 0.01081314878892734
 900 62 900 0.01612903225806452 0.01300728407908429
 1000 57 1000 0.01754385964912281 0.01538935056940597
